;temp_air;relative_humidity;ghi;dni;dhi;IR(h);wind_speed;wind_direction;pressure;precipitable_water
2025-01-01 00:00:00;27,73;72,26;0,0;0,0;0,0;418,85;1,54;86,0;100270,0;0,1
2025-01-01 01:00:00;27,2;74,75;0,0;0,0;0,0;416,37;1,51;88,0;100380,0;0,1
2025-01-01 02:00:00;26,67;77,24;0,0;0,0;0,0;413,9;1,49;87,0;100480,0;0,1
2025-01-01 03:00:00;26,14;79,73;0,0;0,0;0,0;411,42;1,47;83,0;100520,0;0,1
2025-01-01 04:00:00;25,6;82,23;0,0;0,0;0,0;408,94;1,45;87,0;100500,0;0,1
2025-01-01 05:00:00;25,07;84,72;0,0;0,0;0,0;406,46;1,42;90,0;100390,0;0,1
2025-01-01 06:00:00;24,54;87,21;0,0;0,0;0,0;403,98;1,4;91,0;100300,0;0,1
2025-01-01 07:00:00;24,01;89,7;0,0;0,0;0,0;401,51;1,38;77,0;100190,0;0,1
2025-01-01 08:00:00;24,82;84,4;0,0;0,0;0,0;395,55;1,66;69,0;100170,0;0,1
2025-01-01 09:00:00;24,45;87,2;0,0;0,0;0,0;396,35;1,72;62,0;100200,0;0,1
2025-01-01 10:00:00;24,16;87,2;0,0;0,0;0,0;394,8;1,66;54,0;100270,0;0,1
2025-01-01 11:00:00;24,23;87,2;155,0;466,25;61,0;392,65;1,24;43,0;100350,0;0,1
2025-01-01 12:00:00;25,82;79,15;342,0;417,39;163,0;401,55;1,1;33,0;100430,0;0,1
2025-01-01 13:00:00;27,69;69,65;625,0;803,48;120,0;407,4;1,31;27,0;100490,0;0,1
2025-01-01 14:00:00;29,4;65,4;789,0;786,55;170,0;409,1;1,59;25,0;100480,0;0,1
2025-01-01 15:00:00;30,78;59,55;961,0;945,76;116,0;416,3;1,66;20,0;100460,0;0,1
2025-01-01 16:00:00;31,83;52,4;1036,0;999,26;96,0;418,8;1,86;10,0;100340,0;0,1
2025-01-01 17:00:00;32,37;49,15;973,0;892,52;147,0;424,8;2,14;0,0;100180,0;0,1
2025-01-01 18:00:00;32,57;47,5;791,0;599,66;282,0;426,75;2,21;353,0;100040,0;0,1
2025-01-01 19:00:00;32,27;45,95;579,0;372,93;312,0;425,0;1,72;354,0;99970,0;0,1
2025-01-01 20:00:00;32,06;49,0;378,0;244,43;247,0;428,1;1,45;353,0;99920,0;0,1
2025-01-01 21:00:00;30,58;61,55;215,0;249,19;135,0;425,0;0,34;340,0;99920,0;0,1
2025-01-01 22:00:00;29,17;79,55;4,0;0,0;4,0;426,75;0,14;331,0;99970,0;0,1
2025-01-01 23:00:00;28,36;84,7;0,0;0,0;0,0;416,65;0,07;90,0;100000,0;0,1
2025-01-02 00:00:00;27,79;84,7;0,0;0,0;0,0;416,3;0,97;87,0;100090,0;0,1
2025-01-02 01:00:00;27,31;79,35;0,0;0,0;0,0;417,75;1,93;82,0;100190,0;0,1
2025-01-02 02:00:00;26,61;79,3;0,0;0,0;0,0;413,4;1,93;83,0;100250,0;0,1
2025-01-02 03:00:00;26,14;79,2;0,0;0,0;0,0;412,8;1,72;83,0;100280,0;0,1
2025-01-02 04:00:00;25,83;79,15;0,0;0,0;0,0;413,95;1,59;84,0;100240,0;0,1
2025-01-02 05:00:00;25,68;79,15;0,0;0,0;0,0;420,55;1,45;88,0;100170,0;0,1
2025-01-02 06:00:00;25,46;84,45;0,0;0,0;0,0;415,7;1,45;91,0;100120,0;0,1
2025-01-02 07:00:00;25,59;81,8;0,0;0,0;0,0;429,85;1,45;94,0;100060,0;0,1
2025-01-02 08:00:00;25,43;84,45;0,0;0,0;0,0;422,45;1,38;96,0;100050,0;0,1
2025-01-02 09:00:00;25,25;84,45;0,0;0,0;0,0;414,55;1,38;98,0;100080,0;0,1
2025-01-02 10:00:00;25,16;84,45;0,0;0,0;0,0;416,45;1,38;99,0;100160,0;0,1
2025-01-02 11:00:00;25,29;87,3;114,0;160,1;82,0;419,55;1,03;99,0;100240,0;0,1
2025-01-02 12:00:00;26,33;81,85;279,0;194,19;196,0;416,45;1,03;87,0;100320,0;0,1
2025-01-02 13:00:00;27,55;74,4;483,0;323,53;280,0;423,25;1,31;70,0;100360,0;0,1
2025-01-02 14:00:00;28,67;69,75;707,0;537,9;284,0;421,7;1,59;57,0;100360,0;0,1
2025-01-02 15:00:00;29,56;67,6;816,0;550,74;324,0;426,9;1,72;51,0;100330,0;0,1
2025-01-02 16:00:00;30,07;63,5;848,0;516,43;362,0;434,3;2,07;48,0;100260,0;0,1
2025-01-02 17:00:00;30,87;59,55;882,0;636,94;292,0;433,5;2,14;47,0;100120,0;0,1
2025-01-02 18:00:00;31,02;59,55;714,0;411,75;364,0;437,0;2,07;41,0;99940,0;0,1
2025-01-02 19:00:00;30,59;59,55;721,0;822,33;131,0;435,45;1,59;53,0;99910,0;0,1
2025-01-02 20:00:00;30,55;61,45;471,0;557,97;171,0;429,65;1,31;50,0;99830,0;0,1
2025-01-02 21:00:00;29,89;67,7;84,0;0,0;84,0;431,4;0,76;61,0;99800,0;0,1
2025-01-02 22:00:00;28,76;76,95;4,0;0,0;4,0;426,35;0,83;67,0;99840,0;0,1
2025-01-02 23:00:00;28,08;79,4;0,0;0,0;0,0;429,05;1,45;68,0;99920,0;0,1
2025-01-03 00:00:00;27,48;81,95;0,0;0,0;0,0;424,2;1,52;84,0;100050,0;0,1
2025-01-03 01:00:00;27,06;81,95;0,0;0,0;0,0;423,35;1,52;96,0;100160,0;0,1
2025-01-03 02:00:00;26,65;84,6;0,0;0,0;0,0;423,65;1,66;105,0;100230,0;0,1
2025-01-03 03:00:00;26,34;87,35;0,0;0,0;0,0;427,5;1,59;108,0;100270,0;0,1
2025-01-03 04:00:00;25,99;90,2;0,0;0,0;0,0;421,9;1,45;114,0;100270,0;0,1
2025-01-03 05:00:00;25,65;90,2;0,0;0,0;0,0;416,45;1,31;120,0;100190,0;0,1
2025-01-03 06:00:00;25,42;93,15;0,0;0,0;0,0;418,2;1,38;114,0;100110,0;0,1
2025-01-03 07:00:00;25,48;93,15;0,0;0,0;0,0;426,35;1,45;118,0;100010,0;0,1
2025-01-03 08:00:00;25,4;93,15;0,0;0,0;0,0;426,75;1,45;112,0;99990,0;0,1
2025-01-03 09:00:00;25,3;93,15;0,0;0,0;0,0;423,85;1,38;111,0;99970,0;0,1
2025-01-03 10:00:00;25,25;90,2;0,0;0,0;0,0;424,0;1,38;115,0;100050,0;0,1
2025-01-03 11:00:00;25,35;93,15;43,0;0,0;43,0;416,85;1,24;115,0;100120,0;0,1
2025-01-03 12:00:00;26,43;87,35;136,0;2,35;135,0;415,5;1,38;109,0;100210,0;0,1
2025-01-03 13:00:00;27,58;79,4;445,0;237,85;296,0;418,8;1,38;105,0;100260,0;0,1
2025-01-03 14:00:00;28,89;76,95;714,0;566,28;269,0;421,1;1,38;96,0;100280,0;0,1
2025-01-03 15:00:00;30,62;63,6;601,0;165,68;453,0;421,5;1,86;80,0;100250,0;0,1
2025-01-03 16:00:00;31,36;63,7;737,0;304,84;450,0;434,65;1,86;78,0;100200,0;0,1
2025-01-03 17:00:00;31,03;65,7;682,0;239,44;460,0;438,55;1,38;73,0;100040,0;0,1
2025-01-03 18:00:00;28,74;74,5;724,0;436,99;352,0;441,85;2,48;67,0;100000,0;0,1
2025-01-03 19:00:00;28,0;74,4;180,0;0,0;180,0;436,6;2,21;88,0;99930,0;0,1
2025-01-03 20:00:00;27,93;74,4;410,0;335,56;229,0;427,5;2,14;94,0;99950,0;0,1
2025-01-03 21:00:00;27,27;76,8;118,0;12,32;114,0;431,95;1,79;97,0;99940,0;0,1
2025-01-03 22:00:00;26,73;81,9;4,0;0,0;4,0;425,95;1,31;105,0;99980,0;0,1
2025-01-03 23:00:00;26,26;84,55;0,0;0,0;0,0;421,7;1,31;121,0;100050,0;0,1
2025-01-04 00:00:00;25,89;87,3;0,0;0,0;0,0;418,8;1,31;125,0;100140,0;0,1
2025-01-04 01:00:00;25,63;87,3;0,0;0,0;0,0;418,9;1,38;126,0;100230,0;0,1
2025-01-04 02:00:00;25,4;90,2;0,0;0,0;0,0;416,3;1,59;125,0;100320,0;0,1
2025-01-04 03:00:00;25,21;90,2;0,0;0,0;0,0;414,9;1,72;120,0;100340,0;0,1
2025-01-04 04:00:00;24,99;93,15;0,0;0,0;0,0;408,55;1,66;115,0;100320,0;0,1
2025-01-04 05:00:00;24,92;93,15;0,0;0,0;0,0;417,45;1,72;115,0;100250,0;0,1
2025-01-04 06:00:00;24,77;93,15;0,0;0,0;0,0;414,55;1,59;116,0;100170,0;0,1
2025-01-04 07:00:00;24,49;96,2;0,0;0,0;0,0;409,1;1,45;117,0;100060,0;0,1
2025-01-04 08:00:00;24,43;96,2;0,0;0,0;0,0;412,2;1,45;119,0;100060,0;0,1
2025-01-04 09:00:00;24,3;96,2;0,0;0,0;0,0;408,75;1,59;130,0;100120,0;0,1
2025-01-04 10:00:00;24,26;96,2;0,0;0,0;0,0;410,85;1,52;113,0;100190,0;0,1
2025-01-04 11:00:00;24,44;96,2;34,0;0,0;34,0;407,4;1,93;118,0;100270,0;0,1
2025-01-04 12:00:00;25,25;90,2;248,0;122,46;196,0;421,9;2,9;112,0;100360,0;0,1
2025-01-04 13:00:00;26,22;81,85;499,0;375,72;264,0;429,45;2,83;107,0;100430,0;0,1
2025-01-04 14:00:00;27,21;76,8;661,0;426,59;326,0;434,85;2,9;104,0;100480,0;0,1
2025-01-04 15:00:00;28,38;76,85;733,0;372,8;400,0;436,6;2,55;104,0;100470,0;0,1
2025-01-04 16:00:00;28,92;74,5;974,0;856,74;167,0;435,25;2,21;109,0;100400,0;0,1
2025-01-04 17:00:00;29,86;72,25;784,0;412,69;401,0;431,2;2,0;112,0;100320,0;0,1
2025-01-04 18:00:00;30,23;70,0;817,0;674,44;242,0;434,1;1,93;116,0;100170,0;0,1
2025-01-04 19:00:00;28,77;72,1;452,0;134,61;355,0;442,8;2,21;109,0;100090,0;0,1
2025-01-04 20:00:00;28,76;74,5;47,0;0,0;47,0;423,25;1,86;103,0;100020,0;0,1
2025-01-04 21:00:00;28,4;74,4;25,0;0,0;25,0;430,2;2,07;100,0;99970,0;0,1
2025-01-04 22:00:00;27,59;76,85;4,0;0,0;4,0;421,3;1,52;81,0;100010,0;0,1
2025-01-04 23:00:00;26,75;81,9;0,0;0,0;0,0;417,25;1,52;76,0;100100,0;0,1
2025-01-05 00:00:00;26,24;87,35;0,0;0,0;0,0;418,2;1,38;71,0;100170,0;0,1
2025-01-05 01:00:00;25,89;90,2;0,0;0,0;0,0;416,6;1,38;61,0;100280,0;0,1
2025-01-05 02:00:00;25,66;90,2;0,0;0,0;0,0;415,7;1,24;76,0;100400,0;0,1
2025-01-05 03:00:00;25,5;93,15;0,0;0,0;0,0;415,5;1,31;96,0;100470,0;0,1
2025-01-05 04:00:00;25,25;93,15;0,0;0,0;0,0;415,9;1,38;104,0;100480,0;0,1
2025-01-05 05:00:00;25,04;93,15;0,0;0,0;0,0;417,05;1,17;109,0;100400,0;0,1
2025-01-05 06:00:00;24,94;96,2;0,0;0,0;0,0;417,25;1,1;121,0;100330,0;0,1
2025-01-05 07:00:00;25,13;93,15;0,0;0,0;0,0;417,25;1,24;98,0;100200,0;0,1
2025-01-05 08:00:00;24,99;96,2;0,0;0,0;0,0;414,35;1,31;105,0;100210,0;0,1
2025-01-05 09:00:00;24,86;93,15;0,0;0,0;0,0;416,65;1,31;99,0;100230,0;0,1
2025-01-05 10:00:00;24,75;93,15;0,0;0,0;0,0;416,3;1,31;96,0;100310,0;0,1
2025-01-05 11:00:00;24,88;93,15;17,0;0,0;17,0;422,1;1,03;93,0;100380,0;0,1
2025-01-05 12:00:00;25,89;87,3;72,0;0,0;72,0;422,3;0,9;91,0;100460,0;0,1
2025-01-05 13:00:00;26,7;84,6;176,0;0,0;176,0;420,35;0,83;77,0;100490,0;0,1
2025-01-05 14:00:00;27,81;76,85;314,0;8,92;307,0;428,3;1,31;67,0;100500,0;0,1
2025-01-05 15:00:00;28,35;74,4;544,0;105,23;450,0;431,55;1,31;68,0;100470,0;0,1
2025-01-05 16:00:00;29,2;69,85;621,0;147,49;482,0;428,65;1,38;64,0;100380,0;0,1
2025-01-05 17:00:00;30,42;67,8;560,0;99,03;468,0;426,75;1,31;56,0;100180,0;0,1
2025-01-05 18:00:00;31,66;61,75;681,0;340,8;390,0;432,35;1,17;70,0;99980,0;0,1
2025-01-05 19:00:00;29,82;69,95;514,0;231,25;347,0;435,85;1,45;59,0;100010,0;0,1
2025-01-05 20:00:00;27,95;72,0;348,0;169,47;256,0;430,8;2,21;55,0;100010,0;0,1
2025-01-05 21:00:00;27,37;76,8;50,0;0,0;50,0;431,2;1,52;37,0;100000,0;0,1
2025-01-05 22:00:00;26,68;81,9;5,0;0,0;5,0;422,85;0,62;8,0;100060,0;0,1
2025-01-05 23:00:00;26,52;84,55;0,0;0,0;0,0;420,9;0,97;52,0;100170,0;0,1
2025-01-06 00:00:00;26,12;87,35;0,0;0,0;0,0;415,5;1,17;45,0;100300,0;0,1
2025-01-06 01:00:00;25,85;90,2;0,0;0,0;0,0;414,65;1,17;63,0;100380,0;0,1
2025-01-06 02:00:00;25,68;90,2;0,0;0,0;0,0;420,55;0,9;62,0;100450,0;0,1
2025-01-06 03:00:00;25,53;90,2;0,0;0,0;0,0;418,2;0,9;38,0;100450,0;0,1
2025-01-06 04:00:00;25,37;93,15;0,0;0,0;0,0;418,6;1,03;38,0;100430,0;0,1
2025-01-06 05:00:00;25,12;93,15;0,0;0,0;0,0;419,0;0,97;31,0;100370,0;0,1
2025-01-06 06:00:00;24,76;96,2;0,0;0,0;0,0;416,1;0,62;16,0;100310,0;0,1
2025-01-06 07:00:00;24,72;96,2;0,0;0,0;0,0;422,1;1,03;290,0;100200,0;0,1
2025-01-06 08:00:00;24,44;93,1;0,0;0,0;0,0;421,3;1,03;270,0;100190,0;0,1
2025-01-06 09:00:00;24,29;93,1;0,0;0,0;0,0;418,6;1,03;246,0;100210,0;0,1
2025-01-06 10:00:00;24,31;93,1;0,0;0,0;0,0;419,75;1,03;209,0;100260,0;0,1
2025-01-06 11:00:00;24,37;96,2;99,0;108,73;78,0;421,7;1,03;208,0;100340,0;0,1
2025-01-06 12:00:00;25,03;90,2;176,0;21,33;167,0;416,65;1,31;216,0;100410,0;0,1
2025-01-06 13:00:00;26,19;90,25;387,0;136,3;302,0;416,65;0,34;213,0;100500,0;0,1
2025-01-06 14:00:00;26,67;87,4;553,0;214,18;385,0;428,3;0,28;217,0;100530,0;0,1
2025-01-06 15:00:00;27,72;84,7;622,0;193,66;449,0;427,9;0,48;278,0;100420,0;0,1
2025-01-06 16:00:00;28,17;87,5;863,0;555,7;339,0;425,2;1,03;38,0;100310,0;0,1
2025-01-06 17:00:00;27,57;84,7;858,0;574,22;324,0;430,6;1,24;30,0;100230,0;0,1
2025-01-06 18:00:00;25,88;84,5;781,0;569,46;294,0;427,7;1,45;360,0;100180,0;0,1
2025-01-06 19:00:00;25,93;87,3;637,0;525,04;257,0;429,65;0,62;326,0;100130,0;0,1
2025-01-06 20:00:00;26,46;84,55;511,0;717,97;120,0;420,9;0,76;324,0;100060,0;0,1
2025-01-06 21:00:00;26,75;84,6;195,0;154,58;144,0;420,35;0,55;295,0;100090,0;0,1
2025-01-06 22:00:00;26,21;84,55;5,0;0,0;5,0;420,9;0,48;351,0;100090,0;0,1
2025-01-06 23:00:00;25,71;87,3;0,0;0,0;0,0;415,3;1,1;357,0;100180,0;0,1
2025-01-07 00:00:00;25,17;87,3;0,0;0,0;0,0;414,55;1,03;9,0;100280,0;0,1
2025-01-07 01:00:00;25,0;90,15;0,0;0,0;0,0;414,85;1,24;354,0;100390,0;0,1
2025-01-07 02:00:00;24,83;90,15;0,0;0,0;0,0;413,0;1,03;335,0;100450,0;0,1
2025-01-07 03:00:00;24,74;90,15;0,0;0,0;0,0;415,1;0,97;305,0;100440,0;0,1
2025-01-07 04:00:00;24,52;93,15;0,0;0,0;0,0;410,1;0,97;292,0;100430,0;0,1
2025-01-07 05:00:00;24,16;93,1;0,0;0,0;0,0;405,25;0,83;289,0;100340,0;0,1
2025-01-07 06:00:00;23,88;96,2;0,0;0,0;0,0;404,85;0,83;279,0;100280,0;0,1
2025-01-07 07:00:00;24,08;93,1;0,0;0,0;0,0;405,05;1,1;252,0;100190,0;0,1
2025-01-07 08:00:00;24,0;96,2;0,0;0,0;0,0;408,35;0,97;241,0;100200,0;0,1
2025-01-07 09:00:00;23,82;96,2;0,0;0,0;0,0;406,6;0,76;249,0;100220,0;0,1
2025-01-07 10:00:00;23,76;96,2;0,0;0,0;0,0;413,2;0,62;258,0;100280,0;0,1
2025-01-07 11:00:00;24,18;96,2;18,0;0,0;18,0;422,3;0,34;298,0;100380,0;0,1
2025-01-07 12:00:00;25,4;93,15;68,0;0,0;68,0;424,0;0,34;358,0;100480,0;0,1
2025-01-07 13:00:00;27,05;81,95;242,0;9,63;236,0;419,0;0,69;8,0;100520,0;0,1
2025-01-07 14:00:00;28,63;74,5;187,0;0,0;187,0;421,7;1,52;23,0;100530,0;0,1
2025-01-07 15:00:00;26,11;87,35;576,0;136,56;454,0;444,75;0,83;356,0;100520,0;0,1
2025-01-07 16:00:00;27,43;81,95;454,0;28,62;427,0;417,45;1,79;19,0;100450,0;0,1
2025-01-07 17:00:00;28,35;76,85;622,0;157,9;475,0;434,65;1,59;17,0;100330,0;0,1
2025-01-07 18:00:00;26,99;81,9;643,0;267,36;414,0;438,15;1,31;61,0;100220,0;0,1
2025-01-07 19:00:00;26,93;79,3;525,0;245,4;347,0;436,2;1,03;49,0;100170,0;0,1
2025-01-07 20:00:00;27,44;84,65;47,0;0,0;47,0;430,8;0,34;113,0;100110,0;0,1
2025-01-07 21:00:00;26,07;87,35;25,0;0,0;25,0;420,35;0,41;66,0;100130,0;0,1
2025-01-07 22:00:00;25,29;90,2;5,0;0,0;5,0;418,2;0,76;37,0;100230,0;0,1
2025-01-07 23:00:00;25,19;87,3;0,0;0,0;0,0;421,5;0,83;66,0;100250,0;0,1
2025-01-08 00:00:00;24,92;90,15;0,0;0,0;0,0;415,9;1,38;60,0;100270,0;0,1
2025-01-08 01:00:00;24,61;93,15;0,0;0,0;0,0;408,25;1,38;60,0;100310,0;0,1
2025-01-08 02:00:00;24,49;93,1;0,0;0,0;0,0;410,3;1,38;66,0;100340,0;0,1
2025-01-08 03:00:00;24,38;93,1;0,0;0,0;0,0;408,15;1,31;73,0;100360,0;0,1
2025-01-08 04:00:00;24,24;93,1;0,0;0,0;0,0;405,45;1,31;66,0;100340,0;0,1
2025-01-08 05:00:00;24,09;93,1;0,0;0,0;0,0;405,45;1,31;66,0;100280,0;0,1
2025-01-08 06:00:00;23,95;96,2;0,0;0,0;0,0;403,9;1,31;69,0;100230,0;0,1
2025-01-08 07:00:00;23,91;96,2;0,0;0,0;0,0;407,75;1,38;72,0;100180,0;0,1
2025-01-08 08:00:00;23,85;96,2;0,0;0,0;0,0;408,15;1,31;72,0;100180,0;0,1
2025-01-08 09:00:00;23,78;96,2;0,0;0,0;0,0;412,6;1,24;63,0;100210,0;0,1
2025-01-08 10:00:00;23,71;96,2;0,0;0,0;0,0;410,85;1,31;61,0;100270,0;0,1
2025-01-08 11:00:00;23,86;96,2;53,0;5,27;52,0;410,45;1,24;52,0;100310,0;0,1
2025-01-08 12:00:00;24,9;90,15;359,0;560,32;124,0;408,55;2,28;46,0;100370,0;0,1
2025-01-08 13:00:00;25,96;84,5;596,0;736,44;138,0;419,95;2,41;40,0;100400,0;0,1
2025-01-08 14:00:00;27,57;76,85;805,0;866,49;126,0;422,1;2,48;43,0;100440,0;0,1
2025-01-08 15:00:00;28,87;76,95;771,0;453,26;366,0;423,05;1,86;40,0;100370,0;0,1
2025-01-08 16:00:00;29,99;74,65;817,0;451,21;391,0;429,05;1,52;40,0;100290,0;0,1
2025-01-08 17:00:00;30,86;65,7;694,0;252,15;459,0;438,75;1,45;49,0;100190,0;0,1
2025-01-08 18:00:00;28,6;82,1;646,0;272,76;412,0;456,55;1,24;60,0;100020,0;0,1
2025-01-08 19:00:00;27,92;82,05;548,0;291,63;336,0;431,95;0,83;70,0;100040,0;0,1
2025-01-08 20:00:00;27,85;82,05;449,0;441,56;207,0;427,9;0,34;26,0;99980,0;0,1
2025-01-08 21:00:00;26,98;87,4;119,0;12,0;115,0;426,9;0,48;41,0;99960,0;0,1
2025-01-08 22:00:00;26,71;84,6;5,0;0,0;5,0;425,2;0,83;53,0;99980,0;0,1
2025-01-08 23:00:00;26,29;87,35;0,0;0,0;0,0;427,5;1,03;56,0;100020,0;0,1
2025-01-09 00:00:00;25,92;90,2;0,0;0,0;0,0;418,4;1,03;55,0;100140,0;0,1
2025-01-09 01:00:00;25,72;90,2;0,0;0,0;0,0;421,6;1,17;40,0;100230,0;0,1
2025-01-09 02:00:00;25,55;90,2;0,0;0,0;0,0;419,95;1,24;42,0;100330,0;0,1
2025-01-09 03:00:00;25,21;93,15;0,0;0,0;0,0;419,2;1,38;59,0;100380,0;0,1
2025-01-09 04:00:00;24,83;93,15;0,0;0,0;0,0;421,9;1,31;62,0;100400,0;0,1
2025-01-09 05:00:00;24,57;93,15;0,0;0,0;0,0;420,55;1,1;66,0;100330,0;0,1
2025-01-09 06:00:00;24,38;96,2;0,0;0,0;0,0;422,1;0,9;81,0;100270,0;0,1
2025-01-09 07:00:00;23,97;99,4;0,0;0,0;0,0;423,45;1,17;81,0;100200,0;0,1
2025-01-09 08:00:00;23,91;99,4;0,0;0,0;0,0;422,65;1,24;79,0;100180,0;0,1
2025-01-09 09:00:00;23,9;99,4;0,0;0,0;0,0;425,4;1,31;72,0;100200,0;0,1
2025-01-09 10:00:00;23,83;99,4;0,0;0,0;0,0;422,1;1,38;68,0;100230,0;0,1
2025-01-09 11:00:00;24,3;96,2;16,0;0,0;16,0;420,75;1,17;62,0;100310,0;0,1
2025-01-09 12:00:00;25,04;93,15;74,0;0,0;74,0;420,15;0,97;53,0;100380,0;0,1
2025-01-09 13:00:00;25,91;87,3;155,0;0,0;155,0;420,75;1,1;47,0;100440,0;0,1
2025-01-09 14:00:00;27,54;79,35;510,0;153,2;390,0;414,55;1,1;48,0;100440,0;0,1
2025-01-09 15:00:00;28,3;74,4;752,0;415,13;381,0;425,2;1,03;45,0;100410,0;0,1
2025-01-09 16:00:00;30,09;61,45;784,0;386,34;419,0;422,85;1,66;37,0;100280,0;0,1
2025-01-09 17:00:00;31,42;57,75;772,0;384,77;413,0;424,4;2,41;35,0;100180,0;0,1
2025-01-09 18:00:00;31,91;55,95;592,0;189,69;429,0;425,0;2,62;34,0;99990,0;0,1
2025-01-09 19:00:00;29,8;63,4;497,0;194,9;355,0;437,55;2,28;38,0;99970,0;0,1
2025-01-09 20:00:00;29,82;61,35;47,0;0,0;47,0;433,1;2,14;38,0;99870,0;0,1
2025-01-09 21:00:00;29,24;65,4;26,0;0,0;26,0;433,1;1,45;38,0;99880,0;0,1
2025-01-09 22:00:00;28,51;74,4;5,0;0,0;5,0;425,0;0,97;52,0;99950,0;0,1
2025-01-09 23:00:00;27,94;76,85;0,0;0,0;0,0;423,65;1,1;89,0;100010,0;0,1
2025-01-10 00:00:00;27,55;76,85;0,0;0,0;0,0;428,45;1,38;123,0;100090,0;0,1
2025-01-10 01:00:00;27,12;79,35;0,0;0,0;0,0;427,05;1,45;128,0;100180,0;0,1
2025-01-10 02:00:00;26,76;81,9;0,0;0,0;0,0;423,05;1,52;124,0;100250,0;0,1
2025-01-10 03:00:00;26,33;84,55;0,0;0,0;0,0;419,2;1,66;114,0;100270,0;0,1
2025-01-10 04:00:00;25,93;87,3;0,0;0,0;0,0;417,45;1,66;112,0;100270,0;0,1
2025-01-10 05:00:00;25,79;87,3;0,0;0,0;0,0;427,7;1,45;109,0;100220,0;0,1
2025-01-10 06:00:00;25,7;87,3;0,0;0,0;0,0;425,95;1,31;106,0;100180,0;0,1
2025-01-10 07:00:00;25,36;90,2;0,0;0,0;0,0;420,55;1,38;116,0;100150,0;0,1
2025-01-10 08:00:00;25,29;90,2;0,0;0,0;0,0;428,45;1,31;117,0;100130,0;0,1
2025-01-10 09:00:00;25,28;90,2;0,0;0,0;0,0;430,0;1,24;113,0;100150,0;0,1
2025-01-10 10:00:00;25,26;90,2;0,0;0,0;0,0;427,5;1,17;106,0;100200,0;0,1
2025-01-10 11:00:00;25,31;93,15;80,0;48,19;71,0;423,05;1,03;105,0;100280,0;0,1
2025-01-10 12:00:00;26,04;90,25;161,0;14,39;155,0;422,45;1,03;108,0;100360,0;0,1
2025-01-10 13:00:00;27,26;84,65;348,0;85,43;295,0;419,4;1,31;99,0;100430,0;0,1
2025-01-10 14:00:00;28,51;79,4;527,0;173,69;391,0;423,45;1,79;78,0;100450,0;0,1
2025-01-10 15:00:00;29,45;72,15;672,0;264,01;436,0;432,9;2,28;60,0;100390,0;0,1
2025-01-10 16:00:00;30,12;65,6;693,0;234,81;471,0;434,65;2,55;46,0;100300,0;0,1
2025-01-10 17:00:00;30,89;61,55;702,0;260,14;459,0;435,45;2,62;34,0;100160,0;0,1
2025-01-10 18:00:00;30,59;61,55;865,0;797,04;179,0;437,2;3,1;33,0;100060,0;0,1
2025-01-10 19:00:00;29,68;67,7;720,0;780,63;150,0;431,75;2,34;51,0;100030,0;0,1
2025-01-10 20:00:00;29,12;69,85;259,0;38,08;238,0;431,35;1,79;58,0;99930,0;0,1
2025-01-10 21:00:00;28,33;79,4;108,0;5,94;106,0;425,95;1,1;77,0;99890,0;0,1
2025-01-10 22:00:00;27,38;81,95;5,0;0,0;5,0;425,2;0,97;65,0;99950,0;0,1
2025-01-10 23:00:00;27,12;79,35;0,0;0,0;0,0;424,0;0,97;116,0;100050,0;0,1
2025-01-11 00:00:00;26,65;84,6;0,0;0,0;0,0;422,45;1,38;134,0;100150,0;0,1
2025-01-11 01:00:00;26,16;84,55;0,0;0,0;0,0;418,3;1,52;115,0;100290,0;0,1
2025-01-11 02:00:00;25,84;87,3;0,0;0,0;0,0;421,5;1,52;108,0;100390,0;0,1
2025-01-11 03:00:00;25,6;87,3;0,0;0,0;0,0;419,55;1,38;110,0;100440,0;0,1
2025-01-11 04:00:00;25,39;90,2;0,0;0,0;0,0;417,85;1,24;124,0;100400,0;0,1
2025-01-11 05:00:00;25,23;90,2;0,0;0,0;0,0;420,35;1,17;121,0;100300,0;0,1
2025-01-11 06:00:00;25,07;90,2;0,0;0,0;0,0;415,9;1,17;118,0;100230,0;0,1
2025-01-11 07:00:00;24,88;93,15;0,0;0,0;0,0;415,9;1,31;118,0;100170,0;0,1
2025-01-11 08:00:00;24,75;93,15;0,0;0,0;0,0;411,65;1,31;115,0;100150,0;0,1
2025-01-11 09:00:00;24,7;93,15;0,0;0,0;0,0;413,0;1,24;110,0;100170,0;0,1
2025-01-11 10:00:00;24,63;93,15;0,0;0,0;0,0;408,9;1,38;102,0;100240,0;0,1
2025-01-11 11:00:00;24,89;96,2;102,0;151,16;74,0;412,8;1,17;97,0;100330,0;0,1
2025-01-11 12:00:00;26,11;87,35;134,0;2,4;133,0;418,4;1,59;97,0;100430,0;0,1
2025-01-11 13:00:00;27,46;79,35;414,0;185,59;299,0;418,2;1,79;93,0;100500,0;0,1
2025-01-11 14:00:00;28,11;76,85;486,0;121,36;391,0;426,15;1,79;83,0;100550,0;0,1
2025-01-11 15:00:00;28,93;74,5;442,0;34,67;411,0;432,9;2,14;70,0;100550,0;0,1
2025-01-11 16:00:00;29,25;69,85;450,0;26,42;425,0;434,3;2,34;61,0;100480,0;0,1
2025-01-11 17:00:00;29,65;67,7;449,0;28,87;422,0;436,8;2,48;45,0;100350,0;0,1
